31	27	70	62	62
32	46	24	43	8
92	42	65	21	38
43	64	44	8	79
43	87	53	51	46
59	19	28	6	38
14	70	62	12	89
72	94	17	49	61
3	32	40	39	51
11	55	27	1	58
49	49	81	72	54
1	51	52	64	100
21	46	34	70	85
35	72	32	42	64
4	32	28	11	68
92	36	41	54	92
40	38	29	96	59
84	10	12	7	20
95	43	92	94	51
85	60	46	2	34
11	54	74	71	69
89	22	45	13	78
31	55	54	83	80
60	54	47	38	43
28	4	37	37	87
80	55	21	32	12
18	58	82	38	69
54	15	39	39	31
50	66	70	14	49
17	5	52	25	92
85	66	21	81	47
74	79	26	3	28
30	57	99	33	7
78	87	27	81	90
44	79	35	20	34
25	94	7	52	73
23	75	71	4	27
69	35	28	52	19
61	21	98	61	62
84	76	93	65	24
63	3	22	40	33
47	72	24	6	51
65	46	60	32	7
67	17	10	75	61
88	15	84	86	97
10	62	78	59	42
78	75	28	4	18
50	86	87	17	91
46	15	42	26	48
75	96	2	6	22
21	54	84	68	98
13	79	99	55	70
53	26	80	82	26
45	86	91	89	3
30	98	41	64	5
24	5	51	31	1
59	5	80	97	61
16	45	26	68	40
51	29	98	3	60
1	23	65	28	66
15	66	23	39	76
5	24	14	8	10
16	51	31	86	29
45	76	95	69	84
20	24	78	73	43
28	77	21	89	19
76	16	57	13	15
52	39	49	30	55
90	7	49	81	10
41	51	52	62	84
77	25	49	11	99
35	66	97	83	6
71	84	73	61	74
63	36	54	81	60
77	72	97	92	48
37	14	92	69	55
62	23	85	98	81
14	61	32	73	82
47	31	95	59	20
26	59	31	24	81
53	43	2	52	73
62	61	61	14	49
50	1	53	44	27
94	37	83	67	30
80	26	67	21	43
68	100	30	40	91
92	19	16	9	9
65	52	78	10	37
3	78	61	11	16
73	23	32	16	80
14	19	29	91	56
81	8	21	63	1
68	93	19	48	80
25	73	77	92	55
47	63	32	11	6
9	4	19	68	49
68	94	9	26	59
51	46	2	37	85
9	54	71	75	57
5	81	3	75	26
67	63	4	57	75
11	60	56	23	33
6	22	76	47	54
68	22	55	44	70
56	78	87	18	49
55	33	52	10	21
22	17	1	42	32
100	67	82	14	74
6	95	69	36	38
81	10	18	88	54
83	72	32	84	73
27	9	45	56	54
64	39	59	42	18
34	45	71	21	39
32	60	30	46	95
33	4	33	76	80
68	2	20	44	50
32	1	38	92	9
41	32	71	71	13
62	19	36	83	98
36	21	72	46	32
8	78	83	31	40
26	89	50	11	47
28	76	51	11	17
41	77	24	69	94
31	15	70	60	9
83	49	18	4	82
73	39	62	32	18
99	55	33	84	93
84	18	68	83	22
41	65	11	77	22
10	56	29	46	42
80	1	47	81	23
65	10	15	28	81
49	35	30	55	42
69	39	63	79	49
44	82	47	15	21
72	16	23	86	71
87	26	65	76	75
31	57	64	79	7
12	16	68	14	34
27	34	20	20	83
97	30	4	83	29
15	1	82	59	68
54	22	56	89	49
95	100	49	70	59
50	47	78	20	51
58	29	61	25	27
17	73	91	43	33
92	83	76	75	6
12	6	16	74	82
5	23	46	73	6
48	89	84	46	68
54	33	58	91	43
85	26	51	62	97
2	70	81	13	10
59	10	99	12	59
6	77	19	14	17
11	5	36	57	45
68	16	49	2	91
55	95	36	78	78
14	67	56	56	30
53	35	71	18	93
2	63	13	78	33
68	9	14	17	73
80	66	87	90	22
11	6	41	19	55
99	64	34	21	41
3	17	15	90	76
40	1	85	45	62
25	15	91	10	81
85	45	70	47	88
77	75	61	11	53
38	68	44	50	39
39	33	81	7	54
82	98	70	50	70
54	87	77	81	28
64	27	21	53	2
67	22	44	60	28
17	59	68	93	37
21	60	10	48	84
33	4	9	50	3
39	73	68	98	13
100	30	71	84	11
96	30	9	80	42
95	33	60	42	27
46	41	53	74	21
19	55	90	37	36
23	26	61	95	11
39	34	95	38	59
6	42	83	50	6
23	91	99	24	49
1	16	43	82	40
17	9	79	59	85
36	85	1	89	50
42	24	76	12	88
9	65	33	54	56
29	99	52	15	85
18	56	29	54	78
44	34	73	20	14
27	94	59	8	41
23	26	22	5	9
83	40	70	41	61
47	30	96	10	41
96	35	32	19	82
47	18	66	55	1
79	13	58	19	93
83	59	73	51	25
57	98	42	22	96
23	67	62	86	28
20	15	50	73	23
32	5	29	23	89
96	82	66	8	75
76	68	26	27	8
80	57	98	8	10
50	22	36	41	92
9	9	23	24	89
75	29	64	57	48
87	44	61	9	100
20	67	84	29	86
17	16	84	98	20
93	60	56	74	20
58	54	5	23	83
15	26	51	15	65
65	24	15	91	40
55	41	21	39	76
56	19	66	16	71
19	60	19	38	84
2	84	85	15	58
68	1	57	7	99
29	46	9	60	77
6	80	19	15	87
55	14	2	53	46
2	48	36	85	84
65	87	4	92	5
79	47	48	72	31
27	66	59	77	27
99	42	75	18	10
48	90	30	97	43
12	6	27	98	16
80	20	2	16	13
81	65	65	22	98
32	13	33	21	54
11	33	56	19	84
95	84	23	50	18
53	21	20	66	40
44	79	99	100	39
20	49	66	52	64
86	26	26	57	62
76	83	80	84	52
36	48	75	27	71
6	31	44	12	87
65	8	6	98	87
52	87	25	40	95
92	49	39	17	28
36	94	42	73	20
99	23	96	31	71
28	81	9	6	8
61	88	74	69	91
79	36	62	94	79
29	75	12	90	66
5	37	25	68	98
8	22	62	73	95
74	62	51	100	43
29	29	92	21	53
72	98	79	32	52
78	47	66	94	58
70	23	100	56	29
33	70	32	54	58
96	46	68	18	50
63	9	76	58	96
59	52	47	83	86
83	84	76	32	45
7	29	28	49	29
30	77	91	72	54
32	63	63	41	34
6	1	93	4	84
84	68	69	55	22
18	49	65	18	28
14	38	97	82	57
58	60	19	88	31
22	31	86	6	11
19	15	5	65	56
85	17	93	56	54
27	47	9	72	65
74	67	85	55	22
35	94	20	45	26
79	4	57	86	63
4	51	69	89	100
50	52	2	13	62
7	45	1	35	88
58	85	66	45	86
90	25	47	45	33
77	46	85	87	37
95	70	47	60	14
10	79	33	65	84
42	52	60	92	18
20	55	51	58	62
49	21	56	9	76
9	5	65	32	58
25	57	60	58	18
98	50	15	30	24
90	8	84	40	15
25	11	39	83	92
87	100	23	36	84
83	22	66	27	60
15	66	28	26	87
15	77	6	5	49
53	94	25	80	24
41	29	50	9	18
88	66	25	51	40
71	87	75	41	99
51	38	19	56	88
69	18	62	47	63
57	74	40	38	13
93	66	100	60	59
88	57	43	75	68
63	85	6	83	26
75	86	3	70	79
37	67	69	37	39
23	93	65	62	39
95	54	72	30	86
6	67	61	71	60
89	69	32	96	93
65	3	95	41	42
49	56	13	75	68
39	55	45	31	17
13	33	56	83	26
94	58	48	69	92
86	80	52	22	42
42	64	90	31	11
4	77	45	64	18
47	41	33	40	33
62	19	86	42	85
34	66	88	24	60
19	85	67	27	63
12	19	57	69	7
31	78	74	69	73
22	58	67	90	13
13	82	7	33	94
92	78	94	22	91
8	13	72	41	39
71	100	18	96	33
19	8	13	27	79
39	97	38	49	61
70	8	30	90	65
100	98	100	48	76
92	75	52	75	69
44	22	83	35	86
86	40	77	29	1
5	99	93	49	10
87	6	41	89	68
88	10	17	10	88
79	80	17	74	87
94	51	78	95	28
13	56	67	12	97
44	93	42	3	38
33	92	64	24	41
2	53	70	82	5
90	61	61	86	29
36	95	49	56	61
46	99	54	73	44
96	9	5	99	72
81	9	76	24	57
17	69	54	14	30
33	3	94	90	11
12	45	17	80	99
91	77	59	53	19
69	45	99	64	2
40	61	97	16	80
97	63	92	71	93
69	1	65	1	10
89	38	69	82	67
4	15	41	59	78
60	52	69	42	57
44	36	61	41	51
90	65	5	68	14
12	79	2	97	15
96	100	71	17	90
65	25	6	54	18
8	99	68	70	6
33	33	14	36	21
24	27	60	91	61
49	81	83	14	27
92	82	62	78	74
73	95	93	26	24
65	31	52	2	22
29	34	4	39	58
38	23	44	51	23
30	96	27	15	38
66	24	58	61	65
10	18	8	61	17
20	93	27	44	14
35	14	97	2	1
9	13	57	90	6
65	28	3	13	55
39	76	62	57	78
90	36	33	70	78
43	39	64	51	95
43	96	2	17	66
10	14	51	28	47
14	11	90	21	41
79	27	32	11	22
98	19	99	7	65
52	100	48	5	56
13	81	7	83	51
56	71	69	30	35
57	1	63	6	67
72	9	27	6	47
92	39	52	99	33
43	11	38	16	72
45	73	38	34	95
74	3	84	22	89
76	11	38	48	41
55	61	82	69	91
12	90	24	54	33
5	22	23	12	87
19	48	45	46	3
75	9	49	3	34
17	11	45	27	57
85	42	49	39	25
98	11	49	98	97
7	82	85	79	64
44	99	35	51	31
43	16	15	73	52
72	54	21	85	33
77	31	42	83	6
29	38	36	46	42
45	42	76	15	46
63	13	78	32	56
54	7	7	71	25
48	27	98	19	35
40	65	42	15	52
54	69	23	59	78
90	80	7	88	79
88	16	65	100	17
44	85	81	37	90
46	38	4	48	87
27	91	93	86	14
52	24	85	1	91
44	48	17	19	59
70	91	46	73	83
55	37	79	74	19
70	70	7	18	12
83	62	73	33	60
83	2	5	13	100
70	7	92	45	88
32	35	25	65	31
31	82	23	83	60
2	4	100	78	86
36	11	29	16	96
40	46	96	18	25
7	76	27	45	47
26	26	100	67	27
85	100	59	65	56
61	86	50	50	54
14	66	19	69	39
11	37	52	99	42
10	14	80	12	78
73	50	5	92	18
42	91	100	43	5
85	71	60	21	33
35	45	12	66	63
53	87	80	54	17
67	13	97	59	96
89	27	15	3	64
84	37	15	33	97
19	37	54	16	68
78	57	94	53	43
73	24	23	12	50
34	4	86	43	26
54	29	30	46	22
62	42	86	46	94
32	91	86	88	26
75	76	13	98	29
23	52	52	34	65
70	83	71	38	9
96	7	59	49	87
87	49	95	96	88
84	79	30	85	78
47	98	54	72	55
91	40	39	66	74
11	86	83	61	62
98	86	94	93	71
56	56	18	88	25
60	1	60	72	35
97	93	31	22	98
61	66	36	95	90
18	57	48	43	47
13	7	49	39	27
22	5	25	88	80
86	87	60	79	17
63	6	4	99	77
8	35	4	62	56
69	95	5	8	100
32	85	28	98	42
49	32	75	93	91
89	42	63	21	16
22	8	41	34	67
28	71	44	73	38
3	16	75	96	83
64	50	64	26	77
82	75	41	27	51
61	12	68	57	68
50	75	81	25	68
74	86	71	6	71
17	80	56	25	70
20	70	55	73	68
3	40	6	22	43
75	81	85	26	35
20	63	22	62	55
80	12	95	62	60
7	65	51	32	32
86	74	25	59	59
97	51	56	7	11
31	79	55	32	24
32	51	40	67	23
90	69	75	46	53
95	30	95	24	93
62	83	35	55	28
64	66	91	51	27
19	34	99	72	20
76	47	18	23	80
69	13	22	35	97
41	35	15	32	52
50	62	16	48	81
34	82	13	63	56
22	25	56	24	21
10	82	98	33	57
15	38	13	83	82
56	80	40	14	7
87	61	2	61	46
31	25	86	88	64
53	23	36	41	5
16	66	53	72	16
60	40	12	80	87
4	85	85	92	51
59	5	78	69	30
26	89	1	40	81
50	13	2	35	21
25	9	19	61	3
13	12	72	28	97
29	76	84	83	14
4	15	3	76	19
99	99	95	63	85
8	88	81	21	84
43	15	73	92	44
15	61	19	40	29
89	96	41	48	10
62	57	13	73	24
29	23	3	5	6
52	18	89	46	28
31	23	90	66	10
63	15	39	88	64
93	61	71	28	98
90	92	73	18	93
24	50	40	23	63
12	64	28	74	74
91	71	31	5	47
24	75	68	3	46
8	34	67	54	42
91	50	50	21	64
85	26	85	65	76
14	60	80	16	86
28	11	79	26	57
82	33	67	58	64
4	83	17	79	17
83	86	91	68	5
1	15	56	30	37
11	44	78	22	94
95	24	7	41	26
33	26	87	84	5
42	44	7	53	58
8	43	80	18	41
37	45	34	45	92
11	27	91	58	51
84	89	27	34	9
39	29	5	3	22
12	72	96	61	10
90	76	31	98	71
13	89	91	2	57
59	87	53	58	44
72	92	13	47	31
96	69	3	20	95
22	80	10	100	73
80	2	79	80	60
31	65	21	29	51
49	90	24	67	39
75	61	1	51	46
48	22	28	99	15
14	55	24	86	31
25	98	39	52	44
3	12	82	83	95
77	75	73	66	75
38	24	32	77	43
10	80	81	34	53
22	39	45	87	67
86	4	80	33	87
69	53	100	84	13
75	65	63	97	80
56	9	76	65	90
86	2	81	40	59
97	100	5	68	97
45	82	96	3	38
97	21	94	43	58
24	50	32	96	14
52	9	29	36	65
2	6	58	86	12
60	58	33	92	22
6	64	5	78	27
81	30	38	49	90
88	25	76	85	20
23	53	75	97	55
47	8	88	57	64
3	65	34	10	23
100	93	14	20	92
11	68	92	69	42
26	61	88	96	80
1	36	4	49	84
65	60	23	43	20
66	36	95	16	30
99	75	32	66	55
83	10	26	39	31
51	33	96	13	77
64	13	74	65	2
88	13	32	94	40
90	81	72	59	63
73	97	26	44	53
97	44	8	53	48
76	49	99	36	31
1	63	36	27	81
33	7	47	25	79
46	34	1	95	52
34	32	57	54	88
17	69	44	30	55
38	84	29	97	11
28	8	30	31	50
62	32	30	85	16
28	18	45	20	12
2	26	64	68	59
55	59	67	14	14
94	85	22	69	29
100	42	55	47	64
82	71	12	62	12
64	43	95	54	78
13	91	84	48	19
11	35	7	20	94
30	89	33	29	57
34	24	9	67	57
100	38	71	13	44
95	81	57	37	76
79	21	73	69	81
12	84	28	8	11
51	22	19	13	35
54	25	41	42	39
48	42	87	85	65
98	67	16	58	79
31	60	8	58	93
46	94	87	16	1
31	5	98	4	53
3	48	9	79	37
43	34	24	31	26
56	96	85	13	37
70	33	91	95	20
69	38	13	18	45
46	9	23	11	88
13	26	82	8	7
54	75	71	11	68
51	22	35	92	61
29	3	17	77	12
4	67	87	21	17
20	67	14	95	63
89	51	55	99	86
66	8	70	94	63
35	51	41	24	59
72	69	8	32	2
14	75	31	54	60
45	16	9	84	38
78	23	73	58	4
59	2	24	45	76
38	51	81	80	41
63	11	60	23	31
77	22	17	21	47
100	46	85	20	81
10	74	25	50	67
22	30	17	99	92
84	51	3	8	30
1	33	94	99	30
25	12	55	80	5
84	53	95	31	74
39	24	39	95	83
37	45	15	65	68
77	42	25	44	91
34	23	100	33	42
86	59	27	19	13
44	17	20	13	37
40	45	35	33	37
6	64	92	43	50
37	25	60	28	97
7	61	5	26	46
85	53	66	33	63
89	29	35	93	85
49	81	10	89	70
73	54	11	50	23
90	72	86	87	43
28	80	28	21	60
99	12	9	64	19
17	35	69	10	47
39	48	35	98	26
55	25	63	45	86
19	18	54	25	34
42	60	61	24	77
88	6	7	57	6
87	16	18	26	55
63	12	28	59	23
41	25	39	47	70
6	78	64	99	2
46	51	82	61	53
24	61	47	12	67
12	25	87	34	93
73	35	95	36	49
4	98	37	79	38
10	50	81	21	13
64	16	15	81	96
1	13	28	35	30
75	58	80	71	5
30	52	21	99	50
98	41	2	11	15
54	70	29	42	24
27	71	90	45	91
73	80	40	78	13
78	14	15	89	20
39	62	61	46	47
12	95	79	39	78
98	23	96	66	48
59	47	8	39	75
55	86	77	81	68
79	12	12	34	33
100	41	44	49	25
19	11	69	14	4
43	84	28	59	36
39	22	91	42	42
62	100	42	77	64
64	94	83	32	55
14	93	2	36	61
22	92	79	63	72
36	69	86	84	81
32	5	27	51	92
51	8	41	68	92
37	48	9	20	80
29	68	9	61	69
98	22	99	28	85
52	96	24	38	86
92	79	34	88	64
35	79	47	33	22
11	51	61	19	18
35	26	73	71	36
10	76	86	58	68
24	79	36	2	1
42	87	47	59	10
40	100	16	58	96
99	14	97	98	14
4	4	74	84	39
21	58	23	70	34
95	1	92	57	44
41	2	29	62	5
51	94	37	61	97
100	57	98	25	45
31	37	32	79	23
38	54	95	98	96
29	38	7	57	40
64	48	48	27	81
18	48	41	27	50
36	73	77	84	76
82	6	83	98	59
22	85	95	91	34
40	57	82	78	67
95	41	62	30	34
24	75	65	45	75
92	69	6	96	22
41	80	94	5	55
38	2	57	24	58
92	72	70	50	26
42	66	34	29	21
87	37	37	78	58
79	83	67	28	1
53	30	38	82	12
7	83	99	16	59
16	89	37	41	90
34	74	49	60	70
44	8	10	3	95
1	67	88	27	18
73	49	38	64	38
7	23	53	44	73
42	45	68	88	44
22	40	36	76	91
97	37	7	24	72
3	96	22	50	68
45	69	34	74	32
36	83	80	32	32
70	26	73	6	71
22	45	20	63	22
35	87	48	42	97
25	84	82	13	75
37	90	60	74	27
3	96	77	8	98
18	89	36	26	68
39	12	39	80	82
49	22	95	26	1
36	19	31	88	31
70	84	18	16	43
47	3	99	100	94
14	62	53	32	12
20	34	30	71	99
48	60	1	100	34
86	81	50	89	13
14	69	97	6	54
17	86	67	14	31
43	87	14	82	43
54	70	100	99	26
1	44	26	98	3
68	71	100	4	86
36	86	46	63	21
66	66	20	12	94
72	93	59	26	74
62	6	95	94	84
12	92	59	44	41
16	71	2	47	98
90	77	26	86	44
30	27	19	2	51
90	3	28	25	86
44	48	14	55	36
42	60	93	69	66
81	25	8	84	31
11	47	42	60	41
60	95	39	44	68
36	48	92	45	95
24	15	55	96	55
59	25	65	53	100
67	53	25	25	62
95	19	94	91	88
31	91	90	86	74
84	80	28	90	18
32	87	56	76	88
100	33	100	14	4
3	81	26	96	54
42	100	33	99	17
68	97	72	66	5
21	55	73	47	4
3	29	84	100	63
2	75	17	88	24
15	31	22	98	40
39	84	73	80	40
25	53	30	74	36
1	88	82	8	72
74	37	94	46	56
64	11	20	9	27
10	63	48	86	82
7	37	13	64	69
35	54	86	59	57
97	57	56	72	98
71	88	77	47	62
48	13	31	69	56
2	83	47	44	67
31	36	37	21	70
3	69	5	51	100
31	90	72	83	16
54	25	14	6	43
8	23	11	55	37
2	37	96	32	94
