66	131	57	106
57	15	132	103
107	137	113	58
25	103	40	144
99	30	145	28
4	24	110	113
79	16	43	124
117	128	32	51
5	92	17	98
104	132	120	22
103	62	56	53
107	52	9	79
82	88	97	80
15	37	143	121
84	30	116	41
133	11	18	103
92	129	145	18
64	112	144	73
106	147	133	10
94	82	69	114
32	64	98	150
66	15	57	64
139	118	119	146
106	86	143	131
34	76	51	47
76	76	18	137
107	137	127	8
99	69	39	127
49	54	9	72
52	109	32	102
44	101	3	65
84	14	56	83
15	10	42	87
144	23	82	84
35	1	10	113
71	65	71	115
62	75	72	108
35	133	102	132
48	73	93	59
24	25	73	96
41	56	121	7
15	24	76	40
109	40	140	73
122	123	7	29
16	98	73	77
80	70	116	38
122	6	91	113
147	77	43	121
85	71	17	19
52	73	55	30
57	97	123	145
60	34	33	30
85	109	101	83
9	68	117	95
9	99	139	7
146	125	52	11
20	144	47	15
78	3	1	7
63	132	65	87
47	6	42	51
62	145	82	39
71	129	90	55
80	128	11	139
93	16	117	52
95	26	25	103
78	1	71	106
48	28	31	58
118	50	48	59
46	71	122	127
100	59	79	59
13	2	3	88
40	74	55	86
132	70	77	43
51	76	14	41
21	30	114	15
49	68	134	56
92	116	12	39
144	130	39	56
14	10	92	30
39	132	45	135
18	88	143	7
37	16	7	48
58	137	93	104
30	118	109	54
70	29	22	48
20	20	31	88
39	101	106	107
16	118	90	109
73	125	144	115
83	99	50	149
43	103	109	27
23	41	95	79
134	75	37	31
61	92	29	140
141	135	7	31
15	119	11	141
15	138	19	81
17	90	111	87
145	128	70	102
112	132	79	36
142	115	16	84
136	137	133	4
27	14	113	34
60	95	65	73
80	66	4	71
108	92	56	17
101	115	40	34
15	34	8	40
95	87	102	37
72	19	79	16
82	37	109	8
67	87	67	111
109	20	37	146
13	69	32	114
21	6	64	27
115	7	48	110
25	17	36	20
30	77	108	82
141	35	64	129
29	48	124	41
108	110	93	70
3	148	129	141
68	52	22	46
33	42	82	148
18	53	79	72
48	126	150	2
36	134	140	47
90	31	148	88
61	118	65	130
69	71	96	50
35	39	134	145
10	60	64	8
107	68	140	65
113	123	38	7
11	73	105	12
146	30	2	133
102	9	144	104
121	17	55	122
119	127	60	146
1	114	101	95
19	87	99	69
103	140	55	29
9	110	59	63
88	105	8	103
51	14	104	89
110	85	106	17
40	11	95	124
70	64	52	90
76	60	113	54
69	99	70	130
32	32	147	131
13	32	18	112
146	68	72	34
86	90	61	84
123	133	150	22
87	83	29	85
102	135	16	79
116	102	10	53
129	76	48	90
10	27	116	108
43	89	143	114
12	126	4	1
144	31	131	42
9	2	96	53
55	36	113	83
61	44	32	35
8	99	79	80
9	141	42	62
97	131	96	35
128	34	110	35
109	136	91	122
38	19	53	142
40	14	30	118
119	122	102	147
91	129	47	80
118	88	41	80
102	145	52	116
8	109	77	92
25	126	103	150
135	115	62	49
78	87	125	138
144	6	25	8
34	11	98	66
9	86	67	87
118	123	112	35
3	131	101	59
22	121	41	2
49	38	102	109
7	76	38	78
87	96	23	9
78	51	98	29
145	10	105	115
134	103	85	132
40	103	17	118
67	12	77	22
53	78	92	147
86	48	120	3
76	144	81	84
146	101	14	20
138	120	54	46
46	56	83	101
85	99	122	36
57	28	59	131
76	63	137	70
149	34	55	100
116	97	95	30
40	38	114	52
27	115	35	26
142	126	75	123
142	73	150	34
51	59	106	117
88	55	4	60
90	53	116	132
38	22	109	133
36	42	69	109
67	25	84	72
46	99	139	87
94	52	87	84
125	73	113	49
103	36	34	47
10	57	141	115
75	2	67	105
28	25	124	24
128	78	147	14
39	68	148	32
101	9	90	115
12	63	136	123
43	115	104	53
126	129	8	51
108	98	141	66
7	68	10	118
87	14	53	76
6	81	129	77
50	144	16	120
69	51	147	85
7	127	135	49
145	15	7	85
97	120	131	28
65	71	31	59
89	106	8	21
46	81	132	34
133	94	135	31
70	94	115	146
141	10	104	62
124	63	32	134
148	7	5	6
19	150	109	63
138	71	98	73
32	149	6	74
9	75	72	16
38	19	40	60
91	139	146	100
18	10	98	65
110	64	38	46
13	41	16	82
98	132	63	122
48	131	32	73
26	65	92	20
42	4	135	121
61	93	18	24
87	65	101	114
90	40	128	20
70	31	82	15
41	41	61	45
18	23	125	1
140	92	19	120
114	103	32	99
4	19	30	3
27	109	131	93
23	88	149	127
114	28	22	123
127	115	111	104
65	113	80	130
108	40	147	18
65	63	110	58
12	86	112	103
58	139	11	101
60	97	77	119
114	120	35	74
65	113	62	142
110	90	61	107
137	33	111	123
7	40	21	15
88	1	2	28
98	36	102	129
59	83	114	19
135	19	131	147
150	67	34	128
91	125	40	104
7	37	55	100
76	132	100	27
39	109	139	133
123	140	11	59
112	12	141	8
30	108	112	79
147	96	80	12
37	68	70	91
105	137	57	23
114	104	26	24
124	96	42	98
33	73	74	42
17	102	119	58
32	48	10	72
119	138	1	128
145	87	62	22
44	144	60	80
40	119	122	27
59	102	7	149
50	60	74	51
63	78	144	125
145	28	109	101
95	107	79	112
60	96	98	116
33	141	123	106
111	140	52	22
34	1	27	150
81	33	73	134
41	84	23	13
77	94	139	28
6	99	119	143
102	129	126	118
72	55	145	143
67	15	125	20
22	27	118	120
24	65	81	138
15	95	133	24
63	70	75	97
148	27	64	39
141	8	100	34
134	132	54	54
12	59	95	89
97	148	54	138
61	74	19	42
44	113	150	119
16	58	78	18
132	9	17	28
85	31	66	25
136	141	132	71
33	130	76	95
2	24	8	79
114	28	45	6
61	82	36	114
39	39	106	68
1	84	110	146
111	125	122	59
54	90	128	105
2	136	86	98
12	83	62	98
106	16	30	39
115	14	54	23
112	135	60	91
128	58	34	124
55	104	121	19
118	56	105	34
72	146	26	8
41	100	8	13
122	44	62	18
147	102	51	62
58	103	134	30
15	4	90	49
125	59	107	146
61	71	73	87
112	22	141	54
60	81	87	118
39	11	90	140
9	83	38	150
111	40	89	99
132	123	104	38
82	131	96	34
88	3	102	93
137	81	15	77
34	62	45	27
55	6	64	68
138	149	110	132
43	136	120	81
140	122	28	100
33	72	10	138
127	118	130	41
100	140	29	73
116	110	101	80
137	41	77	61
54	70	11	11
76	4	38	82
68	97	100	35
35	119	7	97
110	63	50	18
51	50	150	80
98	59	17	105
33	98	108	33
58	26	107	148
14	45	81	126
55	8	1	102
107	110	68	7
122	50	54	126
120	45	5	6
46	58	39	80
122	99	74	54
126	141	99	10
41	38	150	70
81	73	58	103
147	137	47	147
150	138	123	109
132	54	45	67
25	77	148	140
55	120	30	128
150	112	73	38
83	47	72	101
59	22	29	53
62	18	15	42
95	113	89	30
57	48	87	98
13	106	128	46
135	130	83	100
133	36	57	4
56	21	6	107
10	92	149	124
127	48	79	81
139	97	137	52
56	145	32	10
102	94	132	106
48	24	125	110
111	56	93	127
143	30	147	67
1	112	110	70
122	103	95	115
17	91	150	137
41	2	70	71
119	56	45	134
109	149	91	107
37	55	147	46
59	110	9	13
127	20	107	106
31	143	45	23
8	48	147	50
2	100	61	36
111	110	148	6
11	15	3	81
17	42	132	35
59	115	26	54
12	26	126	53
131	45	53	70
129	78	63	125
48	10	9	130
135	96	31	77
29	117	93	59
14	7	35	55
133	135	116	35
7	66	128	4
96	149	78	28
45	38	31	17
75	41	14	45
77	138	4	78
139	50	82	8
25	17	135	126
72	114	94	79
7	7	40	59
108	124	7	129
69	59	8	16
114	125	7	30
61	65	12	8
35	21	146	19
4	26	24	97
134	85	87	37
32	11	3	103
111	87	133	92
140	109	100	4
130	19	10	124
1	13	104	13
149	145	10	59
70	110	80	39
140	108	97	56
48	115	38	146
131	148	125	26
134	108	94	28
45	130	99	113
129	19	29	138
59	12	57	141
27	89	113	93
99	126	56	120
5	46	129	75
40	48	109	72
19	7	76	1
58	102	136	92
117	126	116	18
103	8	62	22
130	110	50	35
139	82	28	143
70	38	22	11
93	42	57	135
129	137	49	71
56	2	136	134
129	111	102	126
67	86	135	122
96	12	6	102
20	144	127	106
67	55	15	109
136	109	104	58
75	131	121	99
126	95	94	41
26	90	17	102
96	100	61	32
89	127	132	1
50	137	78	36
14	58	22	20
94	6	25	26
46	44	102	30
109	72	103	112
45	11	39	103
21	24	68	116
47	3	57	144
97	22	141	16
114	144	45	116
136	60	133	78
6	134	73	102
84	97	110	54
141	29	125	89
108	14	60	131
91	86	12	25
40	136	23	82
120	48	15	75
25	105	26	89
4	11	42	57
47	33	3	49
33	115	149	42
114	64	34	144
44	106	6	112
76	28	44	91
140	26	54	41
125	143	32	95
144	23	13	11
81	129	127	9
82	80	101	81
17	68	127	36
30	107	78	86
16	63	41	144
44	17	137	5
134	97	60	20
147	124	104	5
12	19	64	141
31	80	106	41
149	49	36	56
145	96	132	64
37	23	29	27
17	106	58	134
123	85	113	140
58	133	21	89
42	142	40	104
6	79	54	69
31	37	2	115
56	3	64	25
2	7	28	106
130	74	112	48
29	109	94	127
8	13	48	51
36	141	122	18
131	96	106	42
92	59	89	41
61	149	88	44
128	7	60	79
42	39	107	113
30	141	11	3
35	43	58	41
5	39	87	22
61	54	29	109
75	79	108	79
132	147	107	79
93	100	97	37
49	19	83	99
26	98	142	141
62	117	4	52
15	26	115	134
69	104	1	36
77	45	44	83
28	114	131	70
104	62	11	85
67	18	27	53
24	64	44	34
82	142	103	2
46	96	90	131
121	60	75	12
124	8	15	36
142	136	95	150
60	84	72	99
31	130	53	70
36	86	127	125
62	89	71	27
135	129	128	44
63	9	45	130
143	70	16	11
84	47	33	135
60	74	149	40
122	89	66	85
92	66	138	34
78	139	133	52
72	73	123	45
45	2	135	45
75	104	41	75
101	118	130	80
29	14	138	131
49	80	54	68
17	58	139	2
99	86	59	23
27	114	56	88
18	114	150	146
86	106	15	69
38	97	111	50
35	132	2	114
143	42	64	100
75	135	138	18
52	132	11	95
25	105	125	4
19	115	20	17
47	8	42	35
117	102	13	35
91	112	5	27
10	150	80	120
60	2	121	4
143	147	43	7
89	29	28	30
124	126	90	51
11	30	126	14
137	26	38	106
148	14	36	19
54	22	24	117
22	67	49	103
43	52	15	109
128	2	27	81
100	77	52	110
114	10	3	22
1	21	112	68
52	13	18	83
3	39	58	5
138	142	18	6
95	127	79	92
10	7	148	23
118	55	16	89
52	136	142	91
114	65	117	112
99	47	30	145
58	108	109	61
117	39	91	26
46	23	15	38
111	122	124	80
81	148	58	61
25	105	135	35
26	9	93	10
102	52	71	128
40	14	128	74
3	149	45	70
117	71	46	43
96	144	124	20
75	33	118	5
61	149	15	94
90	146	109	75
99	8	77	136
119	103	100	73
42	44	37	33
80	38	144	24
75	78	14	32
10	129	141	52
81	62	38	82
102	130	79	53
70	21	132	143
54	17	36	37
73	38	52	31
74	107	18	98
48	80	88	75
140	51	133	46
33	129	121	28
47	41	79	52
18	84	142	149
82	16	138	85
109	120	147	133
60	98	30	79
123	117	118	61
13	141	95	22
7	22	76	20
108	55	110	45
94	148	133	54
63	74	138	92
66	88	135	80
24	123	37	64
82	23	126	113
95	143	26	64
23	102	47	138
130	118	54	93
19	8	96	72
40	150	77	71
