112	94	63	69	69	78
72	111	55	98	86	62
58	120	58	115	98	75
109	54	73	62	60	74
66	55	64	98	101	109
109	112	63	105	91	82
117	71	116	83	52	51
56	55	72	56	96	112
95	99	89	93	115	90
87	60	88	55	79	108
111	62	57	82	118	68
60	63	59	114	95	94
79	76	55	105	77	117
98	57	78	112	56	52
98	110	59	55	111	68
104	116	112	65	96	62
111	57	100	117	82	59
75	110	59	113	113	67
75	51	69	53	51	66
51	50	80	110	109	51
117	100	105	85	74	86
75	61	62	95	78	88
60	73	99	96	61	81
99	51	112	92	82	92
55	59	105	108	54	96
85	78	117	118	99	112
88	100	105	120	70	80
113	96	112	99	53	103
67	105	98	82	53	106
60	91	114	109	108	84
78	68	94	70	61	71
51	104	76	116	54	71
83	85	60	64	56	96
111	73	84	101	102	113
111	52	84	70	78	63
50	50	74	107	65	66
77	88	88	90	75	74
81	89	112	81	59	91
96	119	81	54	91	89
90	106	79	58	78	72
78	88	68	67	56	105
98	107	91	50	68	85
104	53	69	91	55	59
117	100	119	57	76	58
92	118	115	71	60	95
75	53	89	101	65	64
108	58	77	63	104	73
66	52	109	118	63	66
104	56	87	65	78	54
52	81	62	58	63	56
80	88	113	104	105	79
54	94	111	94	111	108
78	82	73	64	50	89
97	105	115	56	94	116
67	95	116	81	58	83
110	61	86	90	113	67
82	88	86	120	87	81
108	112	96	76	66	77
83	63	50	74	118	57
106	91	88	98	86	90
106	104	110	53	76	53
74	103	99	83	103	87
98	65	100	80	74	81
104	60	51	107	69	59
113	88	110	111	95	105
69	94	68	111	71	120
101	67	92	53	54	54
89	115	101	110	63	118
77	88	103	93	110	72
64	88	54	61	57	120
83	93	93	50	57	81
83	87	105	50	118	107
70	120	51	80	83	103
111	64	91	102	99	51
52	59	110	55	87	83
79	72	100	86	120	115
110	113	54	98	86	113
61	51	68	60	59	107
87	116	88	108	70	66
68	79	71	57	87	72
94	115	70	82	60	98
95	117	62	82	85	90
54	69	74	111	51	65
52	52	71	54	56	118
112	93	53	107	56	76
97	114	103	110	87	95
90	66	120	82	115	83
105	80	109	77	93	68
93	91	85	108	106	72
97	74	71	80	114	119
77	99	106	74	96	64
106	108	73	67	78	87
66	109	77	81	106	77
50	85	78	111	60	53
57	76	108	83	109	112
67	50	91	103	59	110
112	63	59	56	63	57
96	73	110	66	77	79
64	70	79	92	94	55
86	118	109	50	64	50
85	119	80	116	82	87
100	98	86	70	64	60
120	73	88	87	105	102
117	89	59	114	113	97
81	94	106	107	51	52
56	66	64	120	106	78
114	71	112	73	106	92
56	50	79	78	67	85
90	107	115	50	71	74
50	89	61	89	98	80
70	60	114	120	67	119
83	120	83	54	116	70
50	55	101	116	104	117
63	66	97	59	74	105
51	83	75	118	57	103
106	117	103	58	102	60
75	104	108	82	105	104
54	68	98	91	106	51
88	101	72	76	72	113
106	60	52	74	96	55
78	73	85	51	99	96
69	91	72	72	77	87
79	79	89	89	112	84
108	87	62	72	100	112
103	93	105	83	59	82
110	52	93	109	99	82
74	93	111	82	97	68
97	73	67	101	67	80
58	72	63	69	79	56
56	88	112	94	86	89
85	119	51	100	116	114
118	84	97	102	99	81
103	70	57	72	85	92
64	80	111	68	57	59
62	92	59	117	77	111
90	60	117	83	50	101
106	70	74	93	83	67
67	113	78	89	112	97
54	59	66	105	84	102
100	74	75	80	55	82
120	81	61	64	65	115
82	63	67	55	107	65
110	62	70	61	89	58
99	81	54	103	107	53
50	87	107	68	68	86
92	57	68	103	69	65
50	72	55	62	50	95
52	74	77	54	116	66
99	50	107	77	108	102
68	66	77	108	88	92
92	109	96	65	99	64
73	92	71	63	77	67
57	52	72	51	84	62
106	103	68	70	71	54
53	103	60	108	89	74
84	119	103	93	77	104
59	63	110	116	54	90
69	61	62	94	90	83
107	96	62	103	77	65
52	112	56	75	50	57
97	103	106	53	64	96
105	88	66	90	91	63
106	111	60	53	110	92
74	77	65	84	118	84
112	76	114	112	54	53
69	106	69	120	72	55
72	82	80	80	86	56
81	54	117	87	114	78
104	104	103	112	86	105
61	100	79	77	111	96
59	74	86	70	103	71
86	60	64	109	96	100
117	108	79	97	63	108
63	90	59	63	116	111
102	93	119	110	109	59
88	117	70	59	74	119
119	67	86	111	101	59
106	96	106	93	76	116
88	75	97	101	77	119
93	91	93	67	51	106
70	96	66	106	102	111
54	75	70	54	74	81
85	71	108	86	66	86
115	61	110	87	85	83
79	75	105	85	61	61
95	73	83	56	91	50
102	112	72	104	103	82
117	88	94	51	115	91
94	105	71	61	71	80
105	87	67	100	78	120
94	107	112	94	109	68
99	113	62	58	56	55
56	114	76	52	79	79
103	105	103	119	95	75
64	114	83	105	118	104
87	71	75	112	99	86
107	103	54	70	89	67
108	87	51	79	72	70
107	64	51	83	109	63
54	67	50	86	74	92
118	101	72	64	95	112
71	96	104	106	115	119
67	82	74	90	87	118
75	92	113	79	63	55
65	78	77	119	84	85
51	107	87	65	87	90
67	86	75	56	107	92
58	56	91	85	55	119
105	86	68	79	96	58
81	73	78	88	83	69
67	104	95	89	106	65
90	117	68	83	51	109
52	116	101	50	53	62
80	67	74	76	83	114
102	103	90	59	82	51
118	97	67	80	89	93
84	68	89	58	116	107
120	109	65	79	57	70
120	74	63	56	88	105
105	108	62	70	95	113
83	74	101	90	116	107
102	62	53	62	62	75
68	59	109	94	76	113
58	73	61	108	55	86
114	103	52	95	73	107
93	96	84	61	77	69
84	70	112	108	64	82
59	96	111	107	85	74
120	119	95	72	62	80
56	111	78	97	55	116
98	105	113	90	81	79
82	56	108	107	64	102
87	116	119	71	97	64
111	100	100	55	75	51
99	106	91	62	86	95
97	113	65	105	116	99
54	112	105	85	119	77
81	112	67	95	71	87
83	77	69	59	82	51
118	62	81	76	116	98
62	104	71	92	104	120
119	113	80	58	117	64
51	71	104	71	52	65
80	53	52	55	76	95
88	60	78	89	61	83
71	116	109	81	115	60
76	103	89	57	61	77
77	81	73	86	117	54
106	87	105	120	77	74
106	111	109	97	96	89
79	78	109	98	111	88
59	100	119	62	71	79
110	110	88	54	100	76
62	73	81	86	102	95
94	66	71	60	74	59
61	76	88	97	90	77
51	115	69	100	110	56
52	106	77	75	63	87
93	99	113	111	109	55
79	51	116	109	55	51
114	55	91	60	86	73
96	106	120	113	60	66
118	112	94	75	89	98
108	101	76	77	77	64
74	115	51	68	118	96
88	67	73	95	109	64
99	73	83	118	52	112
112	87	71	58	58	51
105	79	50	96	81	55
89	62	66	76	65	72
61	89	110	107	66	75
108	120	108	77	92	92
72	74	71	100	71	53
82	76	108	69	83	89
109	66	86	61	83	66
112	52	120	89	93	97
100	107	55	111	94	107
52	110	61	86	84	87
120	65	119	110	97	65
95	91	119	105	84	105
75	52	77	73	114	100
104	90	102	72	94	117
62	66	102	55	63	59
74	52	82	64	65	88
94	84	106	62	96	77
104	54	81	77	112	88
64	80	78	96	115	71
118	57	65	86	75	117
66	59	53	87	63	61
66	101	89	111	53	70
84	120	57	100	53	75
102	56	91	53	91	100
57	92	75	72	105	90
58	119	99	74	104	100
96	119	119	110	69	65
94	111	105	97	63	76
80	90	64	105	117	86
81	61	86	55	88	118
74	54	63	82	65	74
65	76	84	87	63	120
110	86	118	73	79	116
81	113	57	71	65	61
118	60	68	59	65	92
58	85	98	75	63	106
80	118	112	111	78	74
118	82	67	72	104	73
77	59	60	101	107	54
84	71	86	102	55	78
107	120	83	57	79	118
67	84	108	75	104	93
56	88	75	95	115	60
60	110	116	106	52	74
57	78	90	88	108	87
62	88	118	53	76	118
106	99	111	65	94	104
93	114	62	117	53	113
54	88	119	63	110	113
68	63	104	119	57	113
65	79	83	120	66	74
55	69	59	84	117	80
68	52	111	81	96	68
106	57	52	103	83	53
80	58	75	69	116	52
80	108	53	60	87	99
93	103	93	100	114	90
58	86	53	62	76	101
75	54	65	94	100	102
90	55	81	65	51	64
107	113	111	64	62	65
106	119	92	71	69	71
58	103	90	103	64	106
114	115	97	78	60	98
98	91	114	70	52	56
77	68	85	105	65	68
92	73	52	65	106	107
65	88	108	102	93	92
76	105	67	64	92	115
104	67	101	70	109	90
62	112	111	113	57	88
91	106	84	103	64	116
76	64	53	68	77	62
92	71	74	65	94	68
71	82	101	102	59	65
83	75	112	119	117	50
53	82	57	91	59	103
82	108	57	52	104	78
70	86	106	67	111	102
68	63	103	97	77	88
120	83	104	97	108	111
60	61	75	109	60	118
76	78	107	120	84	62
59	57	83	112	69	74
79	75	108	51	64	81
83	102	112	87	91	107
65	85	108	78	81	77
106	67	75	100	114	58
89	119	107	68	71	67
84	99	74	111	113	112
94	89	99	64	57	112
75	109	115	73	115	102
76	110	112	51	104	78
112	119	61	80	79	63
62	101	69	68	90	82
81	80	60	95	117	73
67	70	118	69	77	73
70	118	72	106	103	71
88	111	70	90	60	90
104	79	98	71	50	87
120	100	56	63	54	103
68	99	111	78	66	80
61	117	84	72	83	74
120	73	117	118	120	97
76	109	80	87	69	99
90	116	90	64	91	64
87	68	53	73	104	92
107	80	74	109	85	82
98	113	52	86	75	98
88	60	85	93	58	59
91	70	53	98	56	59
65	100	119	77	98	50
91	110	81	76	70	101
77	79	73	96	72	74
67	82	60	86	79	64
119	82	73	83	89	54
95	51	60	92	69	69
86	59	74	53	91	70
103	106	95	113	77	84
73	85	71	93	63	59
70	65	62	98	92	50
66	98	61	97	75	51
88	59	102	109	52	78
109	64	113	86	53	114
59	53	61	99	77	77
78	102	55	50	116	56
82	86	116	101	102	104
85	89	107	108	83	98
63	78	85	109	76	75
99	79	76	86	70	59
50	98	94	67	64	89
54	70	119	64	116	106
50	83	112	100	62	78
83	72	77	83	96	80
112	51	66	117	88	103
51	101	77	108	64	114
87	113	62	68	95	71
97	91	54	83	67	85
96	70	115	113	60	88
73	113	92	59	77	100
65	84	109	115	104	105
89	59	60	86	62	74
87	92	109	51	106	111
73	104	103	78	117	58
64	76	99	85	70	99
110	70	113	107	79	72
111	109	60	94	114	68
115	53	82	110	115	81
101	53	50	86	91	76
79	64	77	111	77	59
68	113	72	114	82	59
88	58	120	53	115	87
59	85	57	104	118	92
87	93	103	114	74	76
77	107	78	102	54	107
107	54	108	61	73	59
98	66	76	52	82	55
92	107	107	112	100	92
87	102	70	73	108	65
80	72	86	112	92	120
50	100	93	93	79	97
92	81	112	76	72	50
97	118	107	75	118	65
100	70	79	106	119	99
120	88	79	85	78	74
94	94	109	90	120	89
88	100	111	96	71	76
89	80	67	72	54	64
117	97	58	78	53	68
81	109	93	74	86	72
59	72	64	53	116	104
89	65	81	86	75	101
62	110	52	69	84	101
52	80	92	92	110	91
89	107	97	79	109	64
84	55	61	113	54	82
58	107	56	97	99	99
114	63	70	119	107	114
68	102	108	50	111	105
107	93	68	107	56	107
72	97	103	98	83	77
105	104	75	91	110	51
108	78	82	98	68	100
57	110	112	77	67	112
68	90	114	95	106	62
91	51	109	51	94	118
59	78	73	99	98	84
100	66	98	71	94	94
62	82	50	78	77	117
102	65	80	74	55	113
78	74	57	118	97	53
59	62	85	52	98	74
105	93	50	109	87	70
116	61	87	91	86	87
114	100	78	92	90	76
91	108	97	97	55	98
51	67	61	63	67	69
100	98	69	57	114	105
106	113	103	73	52	99
84	52	76	64	89	89
61	92	88	67	75	107
107	112	85	64	81	50
78	90	85	63	60	61
112	115	74	113	67	93
60	82	109	51	105	104
116	54	61	114	100	101
70	66	61	50	115	114
63	108	115	55	73	59
107	117	77	51	72	62
59	81	73	114	67	115
74	100	90	72	86	106
85	111	70	63	120	108
58	53	95	61	103	115
94	76	64	110	80	108
103	120	64	103	54	110
78	84	59	96	94	113
120	52	97	61	111	80
57	50	98	58	85	91
112	112	69	65	99	94
87	82	63	91	61	50
88	114	60	54	65	92
110	102	83	68	63	51
65	64	78	101	100	62
102	109	108	98	72	75
89	109	79	71	105	69
74	75	102	81	107	73
74	104	62	94	115	85
71	107	106	68	79	120
63	59	85	68	110	101
88	93	70	83	53	103
52	95	114	83	74	87
88	96	86	53	90	103
63	102	114	61	89	79
77	109	98	55	95	101
102	110	115	70	113	106
101	116	82	72	74	76
64	70	85	120	52	73
52	111	114	53	84	95
86	107	81	84	76	51
100	69	85	111	64	95
52	91	120	119	79	76
77	61	90	97	118	83
99	120	80	72	81	76
117	86	57	103	94	108
55	51	63	81	99	114
93	61	114	92	64	62
98	54	100	114	84	64
57	75	73	80	58	86
86	61	82	69	100	67
116	96	71	109	92	50
50	68	69	69	80	108
103	58	72	92	98	107
94	105	104	81	105	54
104	73	111	55	98	73
96	94	101	88	60	96
61	112	95	58	55	58
59	80	77	110	65	72
50	96	62	78	59	57
111	83	98	57	73	107
87	56	120	51	76	94
55	68	60	89	91	73
108	86	108	82	118	105
88	116	111	58	78	100
63	106	100	120	85	74
113	56	58	100	70	66
109	111	89	92	111	85
114	100	71	65	88	120
86	54	112	69	108	93
62	83	96	94	98	75
107	116	56	68	54	78
65	60	52	56	67	63
107	109	98	53	108	66
58	78	114	76	98	70
67	68	65	55	79	83
63	55	99	115	67	53
65	78	73	81	104	111
76	101	107	95	107	69
106	65	61	99	102	109
51	88	108	93	109	115
101	79	80	68	114	85
84	54	86	111	118	65
82	110	108	108	57	77
90	60	106	110	65	81
96	102	117	83	93	58
117	95	111	103	118	115
58	74	67	115	59	50
70	67	78	117	55	65
95	119	87	72	57	89
91	69	52	87	62	69
77	81	55	60	50	76
78	70	57	109	58	93
63	63	56	97	58	92
112	107	85	102	67	62
70	56	90	108	118	109
106	73	110	51	66	74
102	56	64	54	63	73
62	61	119	62	115	98
75	98	119	78	106	66
120	74	53	84	74	82
112	98	102	79	107	51
52	71	51	85	65	58
63	59	60	84	110	53
85	93	83	86	114	95
73	114	81	86	55	52
101	102	63	71	100	91
75	50	91	71	91	118
76	109	79	84	88	89
81	98	60	109	65	84
95	118	84	93	113	119
93	61	69	116	101	63
105	95	96	94	56	108
90	118	86	59	85	118
115	52	73	58	64	120
96	89	106	64	102	118
116	108	55	118	74	61
82	110	70	108	67	92
109	108	120	102	72	61
72	80	87	80	60	80
97	67	56	97	96	63
98	116	107	115	101	80
72	90	68	70	96	50
54	103	91	109	51	56
111	116	56	60	54	97
107	119	111	88	81	55
109	120	80	62	57	64
79	90	62	72	69	115
94	64	84	107	81	77
62	87	59	103	62	119
82	76	71	90	116	58
114	120	74	107	73	65
91	99	100	75	114	113
52	76	87	80	66	92
58	75	65	69	119	73
99	79	110	118	73	51
57	89	94	119	62	111
101	87	107	73	51	59
68	120	54	106	90	116
79	87	89	73	85	83
52	79	50	93	76	115
80	86	93	113	65	80
83	82	109	72	112	56
86	99	97	116	75	120
109	63	94	110	70	51
61	53	112	78	54	77
112	105	114	100	100	108
109	111	116	57	102	53
87	73	59	92	86	103
102	94	105	88	89	104
97	64	94	56	56	94
65	70	78	75	54	91
58	88	54	74	71	75
101	112	62	54	110	74
56	116	104	62	66	86
115	88	101	92	70	113
96	109	106	80	114	91
59	75	116	88	87	107
78	51	83	70	117	106
117	71	120	91	72	70
65	102	65	90	85	56
77	75	105	57	55	113
101	107	86	89	86	77
66	103	100	80	99	83
87	75	57	74	70	57
85	59	103	54	87	65
70	66	115	85	65	78
64	79	68	86	75	52
78	79	103	77	78	56
64	105	93	66	74	90
100	78	99	109	53	103
105	93	58	113	87	72
58	116	68	113	96	117
74	58	111	58	82	93
62	114	67	57	110	54
80	97	89	68	100	87
63	62	119	62	89	71
55	100	52	64	118	67
70	75	79	109	58	109
101	90	95	73	101	110
78	101	80	59	94	55
72	100	61	95	106	72
62	74	112	117	79	74
109	84	102	116	59	110
67	105	103	54	102	66
55	93	108	83	95	74
84	109	73	78	51	53
103	57	64	70	120	74
92	75	51	53	119	116
50	114	59	61	53	107
70	88	56	98	87	65
59	98	77	92	111	91
51	96	87	67	67	89
57	96	82	96	85	103
82	106	103	116	78	73
78	108	106	51	103	55
87	73	104	88	113	85
63	72	66	87	71	108
114	79	80	91	92	101
105	95	83	100	100	50
62	105	80	84	62	117
115	69	89	59	119	91
100	85	74	90	68	109
119	75	60	103	89	83
67	119	64	68	68	63
119	105	104	69	109	95
105	98	67	112	67	97
114	101	86	59	62	106
65	101	114	112	80	87
97	65	84	101	72	105
70	98	59	82	88	105
99	103	72	83	76	115
119	75	109	79	52	112
85	96	54	71	116	101
73	71	53	107	120	61
102	68	58	105	82	90
93	72	51	56	85	51
58	64	89	55	56	59
71	68	64	80	119	93
105	52	56	98	82	104
87	66	66	70	101	88
82	57	50	75	98	99
82	115	91	56	65	55
77	60	78	63	116	112
116	116	77	97	85	114
82	54	84	105	110	80
59	97	84	66	98	54
103	55	73	64	105	90
51	68	118	64	118	113
117	69	58	59	57	101
104	96	69	83	96	76
82	79	98	97	106	55
50	83	101	85	118	60
118	50	64	117	95	119
50	113	82	90	60	83
65	62	77	61	105	56
53	74	77	63	104	53
111	99	84	101	119	75
75	97	111	116	56	105
102	105	89	52	58	99
75	61	69	112	57	71
51	106	120	73	115	53
98	73	85	119	113	80
68	88	64	88	72	59
52	81	93	60	62	82
96	81	66	109	94	61
60	89	51	91	112	113
108	119	91	90	108	119
80	98	72	115	95	105
58	108	104	96	118	64
112	96	59	92	88	118
112	100	97	64	65	107
111	50	61	88	104	108
70	112	57	119	110	110
101	79	74	97	82	94
61	59	75	88	106	100
110	58	50	50	96	78
63	79	67	63	101	97
114	64	119	56	50	103
52	55	71	58	81	110
77	78	82	104	90	75
95	53	85	58	60	67
91	111	74	56	108	89
69	67	77	70	73	95
57	90	82	66	99	97
58	107	64	68	74	63
109	103	105	57	113	53
99	118	64	54	79	59
89	90	92	114	118	100
60	77	59	75	59	62
58	99	97	82	58	116
116	70	57	112	108	85
70	53	85	58	64	118
70	99	54	64	87	95
57	77	59	76	58	114
99	89	93	96	109	51
91	70	93	67	83	90
55	75	84	79	101	100
97	111	72	109	56	89
95	96	72	82	77	86
51	98	53	91	51	78
80	79	73	112	117	53
50	89	89	53	52	62
115	114	56	81	100	58
87	78	59	50	74	98
97	100	55	101	61	51
120	52	69	105	61	52
87	100	78	72	63	113
93	86	118	57	111	88
109	119	113	53	57	109
64	119	55	62	72	112
54	104	100	61	120	63
93	98	85	79	108	69
81	116	81	74	91	78
89	107	54	60	111	62
54	55	66	101	95	103
114	66	115	89	98	100
80	66	67	101	116	115
106	50	66	51	70	89
84	65	72	118	97	92
111	51	86	90	104	85
72	119	62	115	73	98
105	89	101	73	118	107
90	107	83	70	51	99
57	50	112	76	70	100
88	72	65	51	78	112
85	61	64	93	102	73
105	101	89	91	76	90
80	72	84	91	96	87
98	82	65	56	62	55
98	52	103	118	101	54
110	84	81	64	86	114
92	106	53	77	59	115
119	70	74	120	60	114
57	56	60	90	104	87
63	54	85	98	83	110
116	81	76	116	113	74
119	81	113	92	85	51
103	117	119	111	92	75
118	70	96	59	79	70
67	118	111	66	57	110
114	62	84	115	71	76
115	88	105	72	73	103
120	80	117	113	117	99
95	95	113	81	59	73
100	61	106	64	116	73
67	113	119	98	120	111
102	111	120	69	114	57
61	84	93	79	74	94
51	92	55	58	55	55
77	107	119	101	118	70
50	57	70	71	62	68
91	67	56	110	72	91
75	97	110	71	58	88
70	81	105	58	70	101
108	111	105	91	79	60
51	116	59	100	102	54
103	109	58	62	87	62
55	109	119	50	82	116
101	79	106	88	74	78
64	97	83	115	54	61
115	73	86	94	50	67
86	88	110	98	108	111
109	51	97	55	89	62
54	51	86	54	57	101
91	58	98	105	107	81
107	88	94	97	80	57
120	61	76	70	117	54
110	53	86	73	99	57
56	69	80	98	104	58
65	76	113	83	62	70
81	54	54	53	88	95
75	101	101	86	89	51
52	61	56	93	68	56
82	67	95	109	119	81
77	89	83	66	108	57
100	111	91	102	108	50
55	111	87	85	53	65
71	110	77	110	109	108
100	97	98	67	53	110
68	108	101	118	75	104
92	80	55	67	78	83
66	58	84	78	86	99
87	60	98	88	117	56
114	52	94	83	56	71
79	109	98	52	77	95
114	117	65	80	72	50
85	70	61	104	76	70
72	51	69	100	84	65
52	58	109	97	104	113
52	83	89	64	62	89
82	61	97	92	93	82
108	76	72	51	111	59
108	85	78	88	55	101
113	53	107	53	110	72
102	115	82	70	110	117
51	82	50	88	87	52
108	117	76	66	112	85
71	77	109	93	50	53
57	81	65	56	111	94
100	111	70	95	85	73
81	76	72	98	112	72
64	81	90	103	117	110
70	78	97	116	83	59
94	110	65	109	102	77
80	114	66	109	62	69
70	114	76	110	78	114
74	101	118	113	109	100
100	67	70	51	112	80
99	110	79	54	86	53
77	87	63	100	110	103
92	73	66	101	87	104
105	52	110	109	95	118
90	104	57	93	51	80
100	73	103	103	62	118
79	107	110	104	51	99
68	51	116	97	83	102
76	98	106	64	115	99
53	108	55	104	100	65
60	62	105	106	91	117
105	91	86	111	60	100
99	77	117	111	74	98
72	110	51	99	95	63
86	109	76	71	99	61
106	94	115	89	93	52
93	97	75	100	118	108
91	92	94	58	84	95
117	102	64	92	97	89
85	54	111	110	120	63
119	60	82	119	54	77
84	117	68	75	87	102
96	66	96	69	113	73
64	92	96	83	110	108
53	50	70	98	94	61
60	109	91	100	77	62
81	89	53	98	55	54
81	107	89	87	118	78
50	116	96	96	119	113
91	80	51	96	61	93
80	79	66	110	115	81
69	102	95	63	54	58
108	95	101	68	69	120
81	96	88	117	102	67
79	92	110	115	63	110
99	53	71	54	98	66
104	63	69	79	75	91
70	99	70	92	88	110
73	67	61	97	91	111
62	108	98	98	58	92
114	77	115	61	114	51
92	99	91	102	59	52
75	83	105	112	69	117
108	91	99	108	117	63
71	102	67	118	88	60
67	101	79	56	87	75
54	78	75	71	60	120
97	91	62	106	94	57
102	118	65	105	106	78
91	76	78	118	106	65
83	59	63	75	96	76
63	108	75	59	118	86
53	68	105	63	68	114
99	67	89	71	68	117
102	73	119	118	111	80
107	59	87	105	59	63
56	56	72	51	88	53
57	75	52	111	88	118
51	89	92	66	69	94
53	112	76	107	67	106
116	80	77	53	51	101
53	78	102	95	78	113
55	82	111	110	62	53
58	90	88	118	71	58
55	120	53	107	97	105
90	77	109	72	63	70
95	70	102	71	79	105
56	71	113	112	80	51
116	83	120	79	74	74
79	54	67	52	101	75
106	97	101	83	112	52
55	77	94	92	65	54
72	110	63	105	59	104
73	50	68	92	99	51
110	51	74	83	88	69
78	89	97	88	83	63
63	93	119	56	107	88
66	97	95	107	111	50
97	72	69	79	64	80
117	90	50	120	91	85
106	102	81	66	109	81
63	65	73	105	70	100
79	60	86	57	89	90
96	55	95	119	82	93
89	71	82	119	55	82
102	81	98	101	118	87
69	73	91	85	79	112
66	77	75	89	69	80
74	85	97	54	79	84
79	119	117	109	85	82
102	79	100	95	72	59
87	80	120	65	55	118
116	110	96	67	99	54
87	69	110	60	75	92
103	70	66	100	73	60
101	52	80	60	116	73
104	108	64	65	109	58
69	94	73	99	73	55
76	93	55	58	77	83
76	104	63	61	59	79
67	52	86	53	50	63
116	65	109	116	51	73
90	86	89	86	115	61
54	116	106	57	92	106
56	79	103	51	83	74
116	108	59	117	92	58
96	50	99	116	91	62
79	64	108	56	86	51
86	119	60	84	85	59
87	86	79	82	115	101
81	54	66	56	68	102
106	72	52	62	88	104
108	95	87	110	119	61
64	67	108	107	96	111
67	115	50	73	90	99
113	86	87	59	95	101
86	115	84	61	117	106
111	75	93	54	109	105
114	113	59	77	104	99
52	54	111	87	101	106
59	82	92	96	118	100
74	73	95	76	75	99
89	58	79	55	86	95
70	83	66	55	102	68
50	56	66	111	63	90
75	88	73	76	71	77
94	85	117	79	57	60
51	60	50	87	89	91
50	53	79	56	93	80
68	106	118	64	60	115
108	65	100	115	52	60
52	85	87	86	120	68
117	119	102	116	52	89
72	115	90	95	83	52
62	77	96	50	94	96
93	62	91	117	120	61
54	88	67	70	68	120
108	56	79	66	73	84
101	92	97	90	88	118
54	105	84	102	96	71
92	94	50	91	104	92
109	96	115	84	70	51
110	100	83	91	54	76
67	98	78	107	91	75
112	106	99	74	82	54
68	75	54	92	70	114
90	88	96	81	74	57
74	113	71	75	67	99
51	117	109	102	104	70
76	117	59	63	120	69
50	87	56	81	75	54
115	113	57	113	81	65
106	69	108	87	52	96
50	94	78	97	110	112
93	101	70	97	62	113
75	97	52	96	108	119
79	95	111	85	99	56
68	94	100	54	89	86
100	64	115	100	112	75
77	97	52	116	74	87
91	90	82	106	119	59
88	92	119	101	61	99
111	78	111	120	95	86
71	114	118	73	106	55
69	115	63	106	87	99
75	104	97	115	79	67
81	53	95	112	96	85
77	57	101	102	53	120
98	64	99	80	65	113
96	117	84	95	102	71
74	116	96	68	76	84
95	87	110	65	62	110
109	119	55	77	93	91
66	84	85	50	50	55
110	64	112	90	116	109
106	86	57	63	70	82
86	113	79	82	102	105
80	58	64	51	91	116
90	61	110	106	93	111
106	69	65	97	67	112
59	53	87	90	116	51
105	100	92	110	109	81
117	98	66	102	90	60
102	65	93	90	94	115
69	96	55	62	51	76
113	62	52	115	72	74
116	72	72	52	79	91
99	76	75	70	75	114
100	117	106	114	92	100
93	61	103	119	82	98
71	66	54	62	57	58
87	111	67	114	52	98
